,B01002_001E,B03002_001E,B03002_004E,B03002_005E,B03002_006E,B03002_012E,B06001_002E,B09020_001E,B01003_001E,B25008_001E,B25002_002E,B25003_003E,B25002_001E,B09020_021E,B01001_026E,B11001_006E,B11001_001E,B25002_003E,B19025_001E,B23022_025E,B23022_049E,B23022_001E,B17021_002E,B17021_001E,B25024_010E,B25024_001E,C24010_038E,C24010_001E,B19055_002E,B19055_001E,B09002_002E,B09002_001E,B19001_017E,B06007_005E,B06007_008E,B06007_001E,B16010_002E,B16010_001E,C24050_002E,C24050_001E,C24050_029E,B08201_002E,B08201_001E,B25064_001E,B25077_001E,GEOID
2268,38.3,99229,4109,136,855,4674,5875.0,14229,99229,96429,37426,12405,41510,398,50949,4124,37426,4084,2057637300,7251,10406,64801,17081,95862,4463,41510,19975,42402,12692,37426,14264,19070,603,1565.0,937.0,93354.0,12097,65970,399,42402,7105,2133,37426,672,138500.0,47011
2269,39.1,62528,2571,107,435,6597,3835.0,10068,62528,61781,24292,6987,26921,427,32260,3259,24292,2629,1279787400,4621,6672,39398,11427,61425,2713,26921,12063,25833,9158,24292,9178,12687,345,3258.0,154.0,58693.0,9094,42825,342,25833,4106,1425,24292,630,123000.0,47063
2270,40.1,19179,11,6,5,245,1215.0,2691,19179,19022,7404,1536,9000,94,9623,847,7404,1596,318841200,1990,2933,12517,4295,18972,2511,9000,2983,7016,2978,7404,2846,3706,61,52.0,23.0,17964.0,3819,12989,91,7016,1067,379,7404,520,97300.0,47173
2271,42.9,25987,895,79,99,491,1427.0,4881,25987,25581,10186,2335,13923,333,13453,1245,10186,3737,493054700,2378,3434,16276,5683,25554,2094,13923,4424,9690,3987,10186,3124,4567,304,40.0,75.0,24560.0,4523,18336,230,9690,1701,551,10186,566,97500.0,47071
2272,38.4,49704,2099,47,250,1510,3244.0,6530,49704,49267,18743,5006,20793,144,25430,2669,18743,2050,1030270300,3176,5418,32407,7869,49154,3076,20793,10290,22055,6042,18743,8176,11098,260,522.0,118.0,46460.0,5593,33322,225,22055,3691,983,18743,733,138000.0,47043
2273,40.0,21882,698,11,64,197,1124.0,3100,21882,19130,7646,1499,8860,154,9845,873,7646,1214,374779000,3602,2218,14692,3642,19088,2386,8860,3619,7615,3056,7646,2869,3780,64,76.0,54.0,20758.0,3228,15489,202,7615,1700,399,7646,580,88300.0,47129
2274,41.5,44680,844,211,132,1484,2813.0,7352,44680,44040,17409,4649,20697,217,22488,1760,17409,3288,858802200,3875,5375,28275,8473,43927,5168,20697,7881,17095,7003,17409,6327,8731,239,475.0,84.0,41867.0,7490,30928,460,17095,3106,881,17409,606,115300.0,47123
2275,44.1,32271,2574,35,31,576,1867.0,6363,32271,31660,13314,3380,17042,309,16605,1303,13314,3728,654927700,2719,3442,19505,5499,31624,4149,17042,6235,12423,5684,13314,4243,6243,232,148.0,64.0,30404.0,3871,22905,423,12423,1944,1054,13314,591,89700.0,47079
2276,40.3,14567,1976,9,26,1292,933.0,2408,14567,14321,5595,1653,6407,178,7512,891,5595,812,288656200,1042,1437,9008,2742,14260,940,6407,3044,6285,1927,5595,1769,3114,90,492.0,46.0,13634.0,2207,9845,374,6285,1103,225,5595,631,86400.0,47033
2277,39.7,7780,2026,28,13,245,333.0,1077,7780,5372,2351,1034,2615,211,2878,433,2351,264,92507500,2498,748,5523,1630,5375,250,2615,875,1908,854,2351,596,1144,25,93.0,11.0,7447.0,1709,5737,105,1908,574,288,2351,422,68500.0,47095
2278,37.2,433207,39142,759,8050,14991,26023.0,57210,433207,420753,181120,61981,195245,1811,222638,17972,181120,14125,12002004100,23938,40978,292088,59898,420495,9216,195245,99574,211785,48455,181120,61571,83814,6725,5335.0,5238.0,407184.0,29669,287538,743,211785,33873,10711,181120,742,156800.0,47093
2279,41.0,52325,2143,68,306,1479,3007.0,8915,52325,51365,20612,5417,23274,380,26976,2380,20612,2662,1008365300,3669,6273,33029,9472,51224,4503,23274,9398,21069,7830,20612,7198,10132,188,526.0,168.0,49318.0,7476,36077,482,21069,3082,1126,20612,579,109800.0,47107
2280,39.3,30585,1714,25,27,1397,1930.0,4043,30585,30231,11686,3132,13085,134,15609,1474,11686,1399,631815300,2131,3121,19901,5415,30276,1784,13085,6089,13197,3973,11686,4621,6427,191,715.0,58.0,28655.0,4295,20678,200,13197,1961,548,11686,655,107800.0,47117
2281,40.0,31817,806,58,22,1177,1969.0,4990,31817,30916,11891,3473,14334,256,16194,1459,11891,2443,561978300,2491,3688,20099,6882,30782,3649,14334,5694,12467,4482,11891,4392,6388,151,265.0,16.0,29848.0,4927,21252,392,12467,1895,667,11891,538,105700.0,47143
2282,37.9,22196,21,87,33,194,1441.0,3078,22196,21953,8439,1959,9884,125,11281,1047,8439,1445,374460700,2103,2883,14133,5620,21758,2723,9884,3641,7666,3393,8439,3326,4537,64,0.0,33.0,20755.0,3723,14781,297,7666,1536,644,8439,491,79700.0,47151
2283,42.4,75039,2834,204,911,1749,4030.0,13015,75039,73995,30870,9500,34713,583,38631,3659,30870,3843,1826599200,5475,8227,47617,12381,73977,4265,34713,14630,31568,11346,30870,10181,14528,724,521.0,627.0,71009.0,8458,52738,99,31568,5540,1920,30870,650,126400.0,47001
2284,42.4,17945,39,61,23,120,998.0,3105,17945,17780,7390,1634,8908,91,9120,871,7390,1518,304203100,1965,2448,11145,4452,17546,2072,8908,2962,6131,3397,7390,2097,3098,55,6.0,8.0,16947.0,3453,12500,444,6131,917,441,7390,511,95100.0,47049
2285,40.1,49594,9286,119,98,1039,3257.0,8267,49594,48545,19379,5323,22060,646,26068,2687,19379,2681,973894900,3562,5222,30457,9039,48603,2125,22060,9785,19772,7000,19379,7476,10892,265,195.0,46.0,46337.0,6090,33596,517,19772,3198,1472,19379,566,86800.0,47053
2286,39.7,27193,11235,44,174,376,1453.0,3854,27193,23639,8846,2502,10889,177,12333,1560,8846,2043,399731300,4988,3113,18295,5470,23777,2109,10889,3996,8792,3373,8846,2759,4691,62,86.0,57.0,25740.0,5025,18916,221,8792,1703,983,8846,538,87100.0,47069
2287,45.9,48586,398,60,351,3344,2464.0,10499,48586,48151,19662,4357,21693,269,24839,1538,19662,2031,1304334800,3153,5247,29571,6992,48036,2828,21693,9147,19854,8224,19662,6527,8526,553,1543.0,169.0,46122.0,5217,35441,462,19854,2972,930,19662,685,175900.0,47105
2288,32.4,263815,33185,318,8070,17587,19236.0,22122,263815,258052,95347,30327,102934,856,133438,12304,95347,7587,6403082300,13202,22457,179944,33404,257031,4343,102934,61339,130716,19852,95347,45020,61848,2172,5800.0,3188.0,244579.0,17728,162928,663,130716,20456,3117,95347,858,160100.0,47149
2289,40.2,19157,523,75,97,170,1137.0,2667,19157,18977,7256,1813,8519,86,9698,652,7256,1263,410456900,1551,2227,12437,3351,18921,1610,8519,3709,8047,2454,7256,3304,4011,130,50.0,42.0,18020.0,2700,13052,193,8047,1233,421,7256,558,116300.0,47159
2290,39.3,114618,7681,323,1232,3706,7216.0,14212,114618,113211,42578,8461,45702,439,58343,4713,42578,3124,3176639000,5885,10772,75311,10535,113248,4278,45702,25619,54630,11796,42578,20105,25409,1431,1072.0,670.0,107402.0,9400,77567,583,54630,7571,1343,42578,843,191300.0,47189
2291,44.7,18287,186,50,0,699,866.0,3589,18287,17765,7520,1767,8826,181,9311,667,7520,1306,360522500,1649,2159,11416,3979,17971,1566,8826,3144,7037,3420,7520,2519,3324,89,443.0,29.0,17421.0,3214,13308,214,7037,1180,532,7520,569,117500.0,47171
2292,43.6,23615,7915,102,21,757,1138.0,3900,23615,22081,8755,2267,10598,203,11566,1329,8755,1843,404551700,2752,2364,15549,4586,22206,3083,10598,4625,8966,3643,8755,2298,4120,80,336.0,0.0,22477.0,4272,17024,286,8966,1748,710,8755,607,99900.0,37033
2293,42.6,41183,2799,139,169,2494,2324.0,6787,41183,40787,16219,2937,18187,183,21032,1915,16219,1968,1096620900,2440,3859,25872,5282,40785,3403,18187,8693,18312,5523,16219,6368,8363,649,1275.0,141.0,38859.0,4491,28785,413,18312,2615,640,16219,683,162000.0,37059
2294,40.4,162628,14818,738,2004,10256,9919.0,23732,162628,160709,64699,17697,72495,688,82872,7723,64699,7796,3599330600,11304,16173,104805,24335,160284,11006,72495,33959,72955,20905,64699,24154,34320,1036,4553.0,1211.0,152709.0,23130,111833,558,72955,11514,3370,64699,630,132200.0,37057
2295,37.4,58510,14844,56,196,12045,4251.0,8305,58510,57558,21825,6825,25481,203,29758,3012,21825,3656,962169700,3871,6387,36867,14085,57783,8465,25481,11117,24243,7645,21825,7982,12938,161,6424.0,182.0,54259.0,11024,38627,2751,24243,3891,1880,21825,579,86400.0,37061
2296,33.4,269283,99890,747,11903,35528,19926.0,26598,269283,255564,109109,49056,120317,1693,140787,16826,109109,11208,7607694600,17225,22761,187760,46112,256193,1922,120317,67941,133044,22828,109109,32852,53798,4271,18751.0,4815.0,249357.0,23119,176868,486,133044,21567,9452,109109,840,179800.0,37063
2297,40.9,24525,14633,253,157,675,1364.0,3913,24525,22505,8859,3132,10591,245,12407,1896,8859,1732,414058700,3276,2813,16015,5635,22546,2200,10591,4450,8689,3583,8859,2029,4116,72,539.0,135.0,23161.0,4013,16833,325,8689,1841,999,8859,597,83100.0,37091
2298,37.6,57876,11379,250,582,10645,4147.0,7977,57876,57048,21148,6607,24070,202,29419,2943,21148,2922,1201710000,3697,4767,36629,9908,56979,4176,24070,12047,25324,6617,21148,8373,13017,239,5693.0,350.0,53729.0,7584,38124,505,25324,4436,1607,21148,674,130600.0,37105
2299,37.4,203276,29573,689,2729,10468,11476.0,28353,203276,198024,85183,34049,101402,733,104838,9268,85183,16219,5942532300,11596,17618,138993,31847,198739,4629,101402,48863,99768,23873,85183,24834,37661,3318,5217.0,1071.0,191800.0,13185,136799,175,99768,19882,5268,85183,889,222000.0,37129
2300,41.2,52447,9590,195,237,3176,3043.0,8022,52447,51096,20217,4419,26670,206,26140,2445,20217,6453,1184586100,4077,5007,33929,9226,51153,7687,26670,10416,22338,7012,20217,6405,10480,505,1222.0,168.0,49404.0,5084,36284,567,22338,4227,1467,20217,762,152000.0,37141
2301,36.7,122419,38538,194,1170,11983,8662.0,15970,122419,118743,47482,18213,52870,751,62467,8094,47482,5388,2495387900,8231,11778,79360,25762,118995,13363,52870,24861,50688,14479,47482,16099,26418,619,5613.0,631.0,113757.0,14612,79737,2658,50688,9547,4163,47482,658,108200.0,37191
2302,37.8,36266,13958,3553,330,806,2480.0,5010,36266,34690,13083,4581,15217,138,18762,3078,13083,2134,558565200,4874,5124,23312,10559,34556,4243,15217,6028,11751,5171,13083,3210,7064,131,293.0,146.0,33786.0,5307,23722,381,11751,2088,1446,13083,630,75900.0,37165
2303,28.1,51103,582,94,470,1670,1860.0,6357,51103,45297,20977,9417,31907,203,25552,1477,20977,10930,1091444900,3032,4091,38712,13135,45588,2598,31907,11622,25241,5056,20977,4765,6366,477,624.0,127.0,49243.0,2988,27885,280,25241,5860,1132,20977,804,233500.0,37189
2304,41.9,54693,28009,1675,340,1182,3240.0,8928,54693,53063,21562,8040,25812,326,28481,4757,21562,4250,963988000,6948,6688,34830,13426,52989,5452,25812,10442,19537,8993,21562,5012,9950,250,511.0,118.0,51453.0,8957,37363,472,19537,3950,2435,21562,642,87500.0,37083
2305,38.5,151170,27033,365,1894,16684,9397.0,22299,151170,146983,60310,19623,66694,906,79226,8673,60310,6384,3476310600,9279,13744,97455,25515,147256,9639,66694,34986,70408,19184,60310,19538,32022,1398,7036.0,977.0,141773.0,17977,99903,737,70408,12236,4049,60310,724,136500.0,37001
2306,44.2,4367,1494,10,90,298,153.0,723,4367,3735,1666,358,2180,2,1996,266,1666,514,71045300,716,450,3118,803,3714,595,2180,694,1578,688,1666,244,490,8,192.0,32.0,4214.0,904,3400,217,1578,327,262,1666,610,104300.0,37177
2307,38.0,24682,146,205,290,530,1535.0,3854,24682,23756,10087,2890,10878,326,12242,631,10087,791,702238900,729,1082,16009,1831,23860,703,10878,6571,14040,2841,10087,4035,5101,310,173.0,373.0,23147.0,1810,16379,1964,14040,2466,514,10087,654,149200.0,38089
2308,51.4,4228,0,10,0,0,189.0,1233,4228,4102,1983,488,2472,98,2178,145,1983,489,110268500,135,244,2354,430,4129,101,2472,914,1953,904,1983,651,765,64,0.0,60.0,4039.0,489,3254,444,1953,322,96,1983,425,59100.0,38103
2309,46.2,2011,25,0,11,50,101.0,435,2011,2005,1007,272,1276,0,1023,51,1007,269,72416700,71,142,1234,225,2011,155,1276,436,1034,386,1007,301,367,50,38.0,2.0,1910.0,160,1501,338,1034,189,23,1007,475,59900.0,38013
2310,36.9,7830,32,2142,3,299,545.0,1042,7830,7611,3053,841,4140,74,3592,414,3053,1087,244355400,400,381,5120,941,7691,1051,4140,1799,4171,858,3053,1238,1683,162,57.0,13.0,7285.0,565,5092,811,4171,844,150,3053,547,83200.0,38061
2311,37.6,23287,54,1151,68,531,1605.0,3266,23287,22685,9742,2870,10884,227,11330,798,9742,1142,840275000,669,1143,15242,1854,22805,1322,10884,5565,13057,2551,9742,3755,4969,606,20.0,80.0,21682.0,1701,15702,2872,13057,2023,449,9742,611,126500.0,38105
2312,49.3,838,0,0,23,4,41.0,153,838,800,351,72,505,0,393,8,351,154,25819700,43,46,562,73,838,59,505,194,472,112,351,133,137,13,0.0,32.0,797.0,70,650,159,472,89,2,351,705,78900.0,38007
2313,48.5,2426,0,6,0,100,98.0,552,2426,2408,1145,250,1711,18,1152,35,1145,566,66443900,90,104,1479,328,2402,278,1711,543,1303,425,1145,346,445,30,37.0,0.0,2328.0,322,1822,456,1303,150,48,1145,494,63000.0,38043
2314,50.7,3974,0,44,20,0,175.0,1005,3974,3860,1729,229,2340,100,1965,40,1729,611,117619500,159,201,2308,295,3856,97,2340,842,1891,632,1729,684,727,47,0.0,10.0,3799.0,379,3002,408,1891,219,30,1729,410,71600.0,38019
2315,49.7,2380,11,47,32,1,76.0,659,2380,2307,1098,272,1641,38,1228,37,1098,543,65611700,94,123,1359,318,2307,146,1641,564,1233,465,1098,392,427,28,2.0,21.0,2304.0,249,1787,354,1233,156,47,1098,417,63300.0,38037
2316,45.4,5478,3,27,22,88,314.0,1126,5478,5397,2503,584,2949,51,2636,171,2503,446,145704000,227,316,3301,759,5416,268,2949,1156,2610,900,2503,831,1122,73,13.0,32.0,5164.0,560,3972,421,2610,345,116,2503,462,74200.0,38049
2317,47.8,1976,0,0,0,27,69.0,451,1976,1976,882,193,1164,0,916,50,882,282,58507000,42,93,1173,107,1948,90,1164,384,979,341,882,310,373,29,10.0,4.0,1907.0,160,1444,220,979,117,14,882,400,67800.0,38091
2318,32.0,6677,6,3584,23,75,657.0,854,6677,6644,2318,803,2963,20,3284,436,2318,645,112396700,445,556,3834,2362,6608,293,2963,1216,2596,741,2318,683,1559,38,4.0,27.0,6020.0,694,3851,386,2596,589,211,2318,386,52600.0,38005
2319,48.6,4141,9,7,0,22,224.0,1025,4141,4066,1966,347,2288,65,1988,71,1966,322,131318800,97,142,2409,362,4056,128,2288,958,2196,725,1966,709,801,54,6.0,24.0,3917.0,409,3080,582,2196,289,100,1966,470,72600.0,38045
2320,39.9,27439,89,1019,48,408,1807.0,3999,27439,26905,11172,2404,12166,272,13717,943,11172,994,788299500,866,1103,17671,2363,26942,1577,12166,7273,15303,3183,11172,4699,6132,342,28.0,142.0,25632.0,2004,18763,950,15303,2727,393,11172,575,131800.0,38059
2321,43.3,3648,5,322,51,75,189.0,665,3648,3554,1461,253,2201,44,1774,92,1461,740,115800400,91,191,2289,322,3572,564,2201,807,1931,485,1461,563,667,97,0.0,53.0,3459.0,268,2601,593,1931,298,19,1461,448,88300.0,38025
2322,53.1,2813,5,8,10,23,139.0,965,2813,2682,1290,198,1863,121,1454,43,1290,573,67093300,93,129,1390,327,2684,94,1863,636,1311,630,1290,395,478,28,10.0,128.0,2674.0,559,2199,301,1311,235,55,1290,473,51900.0,38051
2323,51.4,3115,40,25,0,35,118.0,849,3115,2996,1493,267,1933,102,1513,98,1493,440,88514900,127,123,1752,253,2999,45,1933,694,1531,656,1493,419,557,22,0.0,1.0,2997.0,278,2373,320,1531,249,48,1493,397,52000.0,38063
2324,41.4,12364,7472,0,54,23,797.0,2100,12364,12240,4851,901,5891,73,6310,979,4851,1040,195531900,1351,1661,7702,3244,12242,1243,5891,2165,4516,2048,4851,865,2052,76,7.0,0.0,11567.0,1878,8436,421,4516,583,487,4851,615,76400.0,28065
2325,35.0,28207,10647,11,212,2923,2313.0,3549,28207,27795,9765,1882,11499,143,14397,1724,9765,1734,449767100,2197,3290,17964,6172,27733,3168,11499,5244,11588,3346,9765,3576,6617,159,1760.0,171.0,25894.0,4914,17761,694,11588,1830,932,9765,604,65100.0,28123
2326,35.4,28220,15853,67,76,1393,1996.0,3360,28220,24844,8656,3410,10090,150,12747,2329,8656,1434,352987600,4933,2968,18596,8491,24782,2276,10090,4291,8895,3052,8656,2041,5782,99,1006.0,76.0,26224.0,4941,18713,517,8895,1855,1020,8656,584,64800.0,28163
2327,34.2,34239,22478,30,182,160,2535.0,4176,34239,32616,12410,5672,14141,173,18286,3281,12410,1731,542286900,4013,4569,22382,11090,32439,1235,14141,6582,12488,4178,12410,2539,6530,162,96.0,82.0,31704.0,5707,21252,911,12488,2576,1714,12410,581,82500.0,28011
2328,37.1,40300,20805,134,233,505,3074.0,5724,40300,39501,14867,4457,17863,313,21035,2846,14867,2996,731726000,3432,4783,24741,10303,39383,3944,17863,7560,15329,5769,14867,5001,8868,288,147.0,232.0,37226.0,5500,25850,840,15329,2601,1436,14867,604,81000.0,28113
2329,35.5,17657,3414,15,21,247,1138.0,2146,17657,16643,5873,1062,7087,110,8824,719,5873,1214,370017900,1726,2055,11740,3028,16649,1821,7087,3146,6906,1906,5873,2142,3478,136,77.0,17.0,16519.0,1926,11210,342,6906,1270,268,5873,659,103700.0,28131
2330,37.4,10391,6101,344,8,158,656.0,1622,10391,9683,3786,837,4724,62,5238,747,3786,938,140230400,1257,975,6583,2699,9640,1050,4724,2035,3886,1476,3786,833,1721,38,61.0,79.0,9735.0,1720,6989,284,3886,910,547,3786,503,65900.0,28069
2331,33.4,29230,21224,21,99,405,2083.0,3046,29230,24842,8369,3537,9749,224,13742,2467,8369,1380,340709900,6253,3734,19807,8594,24763,466,9749,4440,8333,2791,8369,1797,4730,131,242.0,119.0,27147.0,5608,18570,763,8333,1449,1052,8369,519,66900.0,28133
2332,40.4,32391,18633,66,116,879,1992.0,5168,32391,31137,12243,3902,14695,206,16229,2493,12243,2452,516066500,4781,3994,20998,8926,31193,1914,14695,5807,11446,4618,12243,2626,5612,163,725.0,171.0,30399.0,4613,22526,551,11446,2433,1068,12243,606,81800.0,28001
2333,35.1,161536,32542,446,1991,7916,11491.0,16628,161536,160812,57518,13585,61657,241,83141,8794,57518,4139,3966371100,8491,12955,104384,16347,160270,2885,61657,38213,78113,13887,57518,28311,40544,1012,2596.0,612.0,150045.0,11914,103255,474,78113,11504,1568,57518,936,153000.0,28033
2334,38.8,558874,108782,313,26637,16560,33745.0,80224,558874,536100,206021,60188,222632,4434,291006,28973,206021,16611,18014787500,33146,47286,365632,52705,537132,702,222632,132890,267871,61064,206021,81829,116627,14285,4239.0,15889.0,525129.0,31469,370252,767,267871,42879,23049,206021,952,236600.0,42045
2335,44.4,77638,1749,76,233,837,3623.0,14622,77638,73557,29992,6191,38093,712,37637,2228,29992,8101,1603751100,6785,6833,49892,9681,73670,4338,38093,14893,33339,11822,29992,10910,13786,507,226.0,667.0,74015.0,8863,56791,1771,33339,5916,2256,29992,533,95100.0,42111
2336,41.2,12334,19,8,78,233,815.0,2233,12334,12152,4783,1077,5969,118,6249,507,4783,1186,208904900,938,1179,7530,2251,12075,967,5969,2358,4873,1982,4783,1699,2495,37,112.0,76.0,11519.0,1998,8390,238,4873,877,362,4783,576,82400.0,29123
2337,40.3,20958,127,76,132,342,1456.0,3405,20958,20023,8160,2296,9476,302,10834,942,8160,1316,381287500,1356,1638,12839,4344,20039,1084,9476,4697,9177,3200,8160,2810,4734,54,32.0,164.0,19502.0,2082,13838,760,9177,1971,529,8160,593,83600.0,29217
2338,28.1,23305,550,30,195,505,1154.0,3073,23305,20285,8635,3703,9535,323,11487,629,8635,900,422305700,1540,1476,16564,5691,20391,796,9535,5448,11637,2360,8635,2925,3822,74,64.0,212.0,22151.0,1251,12566,659,11637,2515,632,8635,564,100900.0,29147
2339,45.3,7759,193,0,4,44,469.0,1665,7759,7520,3011,647,4167,188,3926,233,3011,1156,143250000,460,498,4581,1194,7536,442,4167,1713,3532,1202,3011,1117,1577,10,0.0,5.0,7290.0,928,5504,327,3532,505,162,3011,438,76800.0,29041
2340,45.9,13444,34,51,11,151,688.0,2866,13444,13285,5660,1520,8060,90,6729,502,5660,2400,235927400,1243,1444,8073,3001,13243,2543,8060,2506,5033,2567,5660,1714,2445,29,7.0,36.0,12756.0,2563,9656,152,5033,962,423,5660,514,71100.0,29223
2341,38.9,39192,4445,87,172,706,2713.0,5913,39192,38637,15284,4908,17027,259,20282,2159,15284,1743,783804800,2216,3543,24681,7059,38601,2219,17027,8862,17941,5491,15284,5433,8570,221,146.0,98.0,36479.0,5445,26123,813,17941,3670,1309,15284,560,96700.0,29201
2342,40.5,12428,13,102,81,242,847.0,2186,12428,12292,4932,1165,5604,69,6255,353,4932,672,239082200,731,1169,7363,2388,12285,592,5604,2314,5097,1787,4932,2342,2934,72,80.0,66.0,11581.0,1173,8307,314,5097,886,354,4932,505,84400.0,29011
2343,44.6,13941,29,8,55,215,774.0,3051,13941,13665,6061,1548,7204,138,6974,578,6061,1143,241505700,1156,1373,8069,2725,13510,1151,7204,2534,5161,2726,6061,2006,2683,26,8.0,171.0,13167.0,1335,9774,396,5161,961,369,6061,618,88000.0,29039
2344,45.1,15160,47,74,47,161,819.0,3039,15160,14877,6310,1394,8186,239,7715,614,6310,1876,321199100,886,1024,9191,2005,14772,1134,8186,3351,6858,2551,6310,2159,2984,40,72.0,32.0,14341.0,1758,10763,349,6858,956,316,6310,508,115500.0,29073
2345,42.1,15532,384,78,109,158,1074.0,3080,15532,15191,6366,1476,7657,304,7970,538,6366,1291,304149500,995,1094,9030,2161,15099,934,7657,3389,6718,2494,6366,2631,3416,62,0.0,181.0,14458.0,1539,10682,328,6718,1358,358,6366,504,85900.0,29121
2346,45.1,10885,16,129,31,140,612.0,2148,10885,10769,4538,1029,5454,69,5460,263,4538,916,170302000,1153,1309,6643,2789,10705,1002,5454,1640,3618,2127,4538,1422,1974,38,62.0,0.0,10273.0,1608,7646,304,3618,717,243,4538,519,71700.0,29149
2347,42.6,18066,137,6,0,151,964.0,2903,18066,17779,7315,1295,8610,152,8965,577,7315,1295,425917800,1050,1596,11499,1891,17692,1229,8610,3839,8546,2639,7315,2983,3604,87,13.0,69.0,17102.0,2102,12467,511,8546,1230,365,7315,607,125600.0,29186
2348,44.9,13690,9,62,0,115,809.0,2738,13690,13542,5077,1152,6491,78,6902,370,5077,1414,206493800,1265,1769,8268,3235,13434,1040,6491,2168,4701,2248,5077,1905,2601,42,58.0,37.0,12881.0,1762,9571,288,4701,647,157,5077,516,108400.0,29067
2349,43.9,22234,267,60,54,378,1238.0,4360,22234,21943,9548,2749,10899,173,11390,903,9548,1351,504381300,1421,1705,13520,3723,21716,1224,10899,4834,9786,3736,9548,3119,4217,176,36.0,173.0,20996.0,2309,15751,267,9786,2106,545,9548,602,101000.0,29083
2350,39.3,38559,125,262,185,2420,2617.0,6259,38559,37922,14907,4062,16579,433,19527,1448,14907,1672,733209300,2434,3743,23405,6589,37803,1878,16579,7665,16211,5285,14907,6234,8815,149,914.0,172.0,35942.0,4132,25483,773,16211,3058,797,14907,596,95300.0,29109
2351,26.6,51620,5676,517,1464,4672,3863.0,3755,51620,42170,15718,7187,17820,144,22814,1740,15718,2102,874480200,2671,4360,36874,5893,42145,2241,17820,7067,15104,3578,15718,8315,11469,86,766.0,803.0,47757.0,2738,27349,211,15104,3638,843,15718,912,122000.0,29169
2352,41.9,25840,831,155,32,441,1653.0,4657,25840,24129,9666,2564,11651,207,12629,924,9666,1985,439141800,3249,2818,16124,4924,24007,2221,11651,4438,9246,3999,9666,3590,5220,159,41.0,27.0,24187.0,3126,17798,574,9246,1840,514,9666,536,92900.0,29215
2353,37.6,44157,1823,189,252,726,2685.0,5394,44157,40418,16828,3669,18452,238,21426,1923,16828,1624,1029064400,2980,3493,30052,4754,40549,2659,18452,10298,20879,4589,16828,6638,8895,333,104.0,237.0,41472.0,4006,29091,397,20879,3968,800,16828,606,133200.0,29027
2354,37.6,17542,989,27,24,238,1055.0,2657,17542,15877,6508,1774,7466,197,8288,632,6508,958,379477100,1905,1070,11515,2811,15832,572,7466,3978,7851,2148,6508,2641,3645,87,80.0,31.0,16487.0,1764,11750,279,7851,1415,497,6508,588,114300.0,29053
2355,42.1,6773,38,24,12,39,461.0,1389,6773,6538,2751,716,3212,127,3482,259,2751,461,134311500,359,459,3939,1159,6556,321,3212,1497,3045,1056,2751,1033,1418,28,13.0,106.0,6312.0,713,4584,354,3045,536,146,2751,462,76000.0,29075
2356,39.8,14231,3405,42,5,239,878.0,2182,14231,13314,5261,1822,5716,106,6698,792,5261,455,202485400,2054,1369,9278,3046,13287,535,5716,2492,5546,2263,5261,1387,2447,20,83.0,0.0,13353.0,3008,9875,499,5546,1329,775,5261,521,63000.0,29133
2357,49.5,9672,14,23,0,132,472.0,2306,9672,9585,4143,821,5635,40,4743,543,4143,1492,167012300,1055,1294,5748,1764,9595,1071,5635,1464,3232,1965,4143,771,1402,24,30.0,0.0,9200.0,1422,7232,270,3232,623,209,4143,511,92500.0,29153
2358,42.5,12389,73,0,40,101,817.0,2068,12389,12223,4803,902,5866,65,6201,367,4803,1063,227776100,895,1403,7768,2366,12261,1165,5866,2280,5196,2127,4803,2077,2541,35,0.0,32.0,11572.0,1846,8442,315,5196,734,330,4803,567,97000.0,29017
2359,42.4,32617,419,88,224,923,1512.0,5261,32617,30917,12627,2890,17183,73,16329,1235,12627,4556,801364300,2437,2694,21821,3429,30950,2290,17183,7113,14836,4866,12627,3992,5533,255,51.0,160.0,31105.0,2732,22268,490,14836,2477,886,12627,715,147800.0,36095
2360,41.7,55358,826,105,403,1307,2954.0,8922,55358,53628,22511,6846,28525,458,27891,3257,22511,6014,1281028200,4854,4502,35897,8850,53590,2912,28525,12244,24110,8076,22511,5627,10549,315,168.0,468.0,52404.0,5900,38757,288,24110,4766,1953,22511,693,104400.0,36035
2361,39.6,159464,8775,132,3403,6135,8841.0,21836,159464,153705,63952,21869,71366,1360,80733,8068,63952,7414,4645707100,9490,10881,107853,18151,153651,2182,71366,39943,80678,19091,63952,20565,31040,2051,1220.0,2425.0,150623.0,10870,107085,561,80678,13040,6777,63952,835,181600.0,36083
2362,39.3,51698,3190,2786,552,1595,2763.0,6946,51698,45116,19170,5305,25277,362,23310,1957,19170,6107,1093432000,7507,4201,35415,7980,45379,2834,25277,9802,20553,6172,19170,6498,9455,304,520.0,877.0,48935.0,5566,35699,654,20553,5371,2003,19170,643,95700.0,36033
2363,37.3,2235008,395583,5786,519368,614147,134768.0,288991,2235008,2209561,776311,430896,836722,10661,1152686,125597,776311,60411,56586176500,156159,253044,1538721,317531,2211630,1148,836722,499778,1073065,201359,776311,279923,393122,31363,251948.0,340037.0,2100240.0,312288,1557698,1553,1073065,257065,290068,776311,1283,462800.0,36081
2364,42.2,63108,1720,60,295,1464,3224.0,9845,63108,59383,24590,6254,28802,559,30305,2656,24590,4212,1477422800,6353,4605,41943,7521,59411,1893,28802,13915,28780,8743,24590,8407,11727,364,404.0,227.0,59884.0,5938,44614,1024,28780,5343,1516,24590,802,147000.0,36115
